CNN,streetname,from_st,to_st,cardinal,addrange,limits,location,theOrder
26557000,SACRAMENTO ST,OCTAVIA ST,,,,OCTAVIA ST intersection,,28569
26558000,WASHINGTON ST,LAGUNA ST,,,,LAGUNA ST intersection,,33936
26558000,LAGUNA ST,WASHINGTON ST,,,,WASHINGTON ST intersection,,19976
26559000,WASHINGTON ST,OCTAVIA ST,,,,OCTAVIA ST intersection,,33934
26559000,OCTAVIA ST,WASHINGTON ST,,,,WASHINGTON ST intersection,,25112
26560000,OCTAVIA ST,JACKSON ST,,,,JACKSON ST intersection,,25114
26560000,JACKSON ST,OCTAVIA ST,,,,OCTAVIA ST intersection,,18452
26561000,SACRAMENTO ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,28573
26561000,BUCHANAN ST,SACRAMENTO ST,,,,SACRAMENTO ST intersection,,7723
26562000,CLAY ST,LAGUNA ST,,,,LAGUNA ST intersection,,9657
26562000,LAGUNA ST,CLAY ST,,,,CLAY ST intersection,,19974
26563000,CLAY ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,9659
26563000,BUCHANAN ST,CLAY ST,,,,CLAY ST intersection,,7725
26564000,WASHINGTON ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,33938
26564000,BUCHANAN ST,WASHINGTON ST,,,,WASHINGTON ST intersection,,7727
26565000,JACKSON ST,LAGUNA ST,,,,LAGUNA ST intersection,,18454
26565000,LAGUNA ST,JACKSON ST,,,,JACKSON ST intersection,,19978
26566000,JACKSON ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,18456
26566000,BUCHANAN ST,JACKSON ST,,,,JACKSON ST intersection,,7729
26567000,PACIFIC AVE,GOUGH ST,,,,GOUGH ST intersection,,25800
26567000,GOUGH ST,PACIFIC AVE,,,,PACIFIC AVE intersection,,15330
26568000,BROADWAY,GOUGH ST,,,,GOUGH ST intersection,,7308
26568000,GOUGH ST,BROADWAY,,,,BROADWAY intersection,,15332
26569000,PACIFIC AVE,LAGUNA ST,,,,LAGUNA ST intersection,,25804
26569000,LAGUNA ST,PACIFIC AVE,,,,PACIFIC AVE intersection,,19980
26570000,OCTAVIA ST,PACIFIC AVE,,,,PACIFIC AVE intersection,,25116
26570000,PACIFIC AVE,OCTAVIA ST,,,,OCTAVIA ST intersection,,25802
26571000,OCTAVIA ST,BROADWAY,,,,BROADWAY intersection,,25118
26571000,BROADWAY,OCTAVIA ST,,,,OCTAVIA ST intersection,,7310
26572000,VALLEJO ST,GOUGH ST,,,,GOUGH ST intersection,,33075
26572000,GOUGH ST,VALLEJO ST,,,,VALLEJO ST intersection,,15334
26573000,GREEN ST,GOUGH ST,,,,GOUGH ST intersection,,15660
26573000,GOUGH ST,GREEN ST,,,,GREEN ST intersection,,15336
26574000,VALLEJO ST,LAGUNA ST,,,,LAGUNA ST intersection,,33079
26574000,LAGUNA ST,VALLEJO ST,,,,VALLEJO ST intersection,,19984
26575000,VALLEJO ST,OCTAVIA ST,,,,OCTAVIA ST intersection,,33077
26575000,OCTAVIA ST,VALLEJO ST,,,,VALLEJO ST intersection,,25120
26576000,OCTAVIA ST,GREEN ST,,,,GREEN ST intersection,,25122
26576000,GREEN ST,OCTAVIA ST,,,,OCTAVIA ST intersection,,15662
26577000,PACIFIC AVE,BUCHANAN ST,,,,BUCHANAN ST intersection,,25806
26577000,BUCHANAN ST,PACIFIC AVE,,,,PACIFIC AVE intersection,,7731
26578000,LAGUNA ST,BROADWAY,,,,BROADWAY intersection,,19982
26578000,BROADWAY,LAGUNA ST,,,,LAGUNA ST intersection,,7312
26579000,VALLEJO ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,33081
26579000,BUCHANAN ST,VALLEJO ST,,,,VALLEJO ST intersection,,7735
26580000,LAGUNA ST,GREEN ST,,,,GREEN ST intersection,,19986
26580000,GREEN ST,LAGUNA ST,,,,LAGUNA ST intersection,,15664
26581000,GREEN ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,15666
26581000,BUCHANAN ST,GREEN ST,,,,GREEN ST intersection,,7737
26582000,UNION ST,CHARLTON CT,,,,CHARLTON CT intersection,,32523
26582000,CHARLTON CT,UNION ST,,,,UNION ST intersection,,9167
26583000,UNION ST,LAGUNA ST,,,,LAGUNA ST intersection,,32521
26583000,LAGUNA ST,UNION ST,,,,UNION ST intersection,,19988
26584000,LAGUNA ST,FILBERT ST,,,,FILBERT ST intersection,,19990
26584000,FILBERT ST,LAGUNA ST,,,,LAGUNA ST intersection,,13168
26585000,WEBSTER ST,ELLIS ST,,,,ELLIS ST intersection,,34161
26585000,ELLIS ST,WEBSTER ST,,,,WEBSTER ST intersection,,12348
26586000,FILLMORE ST,ELLIS ST,,,,ELLIS ST intersection,,13221
26586000,ELLIS ST,FILLMORE ST,,,,FILLMORE ST intersection,,12351
26587000,WEBSTER ST,GEARY BLVD,,,,GEARY BLVD intersection,,34167
26587000,GEARY BLVD,WEBSTER ST,,,,WEBSTER ST intersection,,14502
26588000,OFARRELL ST,WEBSTER ST,,,,WEBSTER ST intersection,,25174
26588000,WEBSTER ST,OFARRELL ST,,,,OFARRELL ST intersection,,34164
26589000,OFARRELL ST,FILLMORE ST,,,,FILLMORE ST intersection,,25175
26589000,FILLMORE ST,OFARRELL ST,,,,OFARRELL ST intersection,,13223
26590000,GEARY BLVD,FILLMORE ST,,,,FILLMORE ST intersection,,14507
26590000,FILLMORE ST,GEARY BLVD,,,,GEARY BLVD intersection,,13225
26591000,WEBSTER ST,POST ST,,,,POST ST intersection,,34170
26591000,POST ST,WEBSTER ST,,,,WEBSTER ST intersection,,27044
26592000,FILLMORE ST,POST ST,,,,POST ST intersection,,13227
26592000,POST ST,FILLMORE ST,,,,FILLMORE ST intersection,,27046
26593000,ELLIS ST,STEINER ST,,,,STEINER ST intersection,,12354
26593000,STEINER ST,ELLIS ST,,,,ELLIS ST intersection,,30746
26594000,GEARY BLVD,STEINER ST,,,,STEINER ST intersection,,14505
26594000,STEINER ST,GEARY BLVD,,,,GEARY BLVD intersection,,30750
26595000,OFARRELL ST,STEINER ST,,,,STEINER ST intersection,,25177
26595000,STEINER ST,OFARRELL ST,,,,OFARRELL ST intersection,,30748
26596000,GEARY BLVD,AVERY ST,,,,AVERY ST intersection,,14512
26596000,AVERY ST,GEARY BLVD,,,,GEARY BLVD intersection,,5751
26597000,POST ST,AVERY ST,,,,AVERY ST intersection,,27048
26597000,AVERY ST,POST ST,,,,POST ST intersection,,5753
26598000,BUSH ST,WEBSTER ST,,,,WEBSTER ST intersection,,7977
26598000,WEBSTER ST,BUSH ST,,,,BUSH ST intersection,,34176
26600000,WEBSTER ST,SUTTER ST,,,,SUTTER ST intersection,,34173
26600000,SUTTER ST,WEBSTER ST,,,,WEBSTER ST intersection,,31285
26602000,WILMOT ST,FILLMORE ST,,,,FILLMORE ST intersection,,34524
26602000,FILLMORE ST,WILMOT ST,,,,WILMOT ST intersection,,13233
26603000,WILMOT ST,WEBSTER ST,,,,WEBSTER ST intersection,,34522
26603000,WEBSTER ST,WILMOT ST,,,,WILMOT ST intersection,,34179
26604000,PINE ST,WEBSTER ST,,,,WEBSTER ST intersection,,26607
26604000,WEBSTER ST,PINE ST,,,,PINE ST intersection,,34181
26605000,CALIFORNIA ST,WEBSTER ST,,,,WEBSTER ST intersection,,8222
26605000,WEBSTER ST,CALIFORNIA ST,,,,CALIFORNIA ST intersection,,34183
26606000,PINE ST,ORBEN PL,,,,ORBEN PL intersection,,26609
26606000,ORBEN PL,PINE ST,,,,PINE ST intersection,,25345
26607000,SUTTER ST,FILLMORE ST,,,,FILLMORE ST intersection,,31289
26607000,FILLMORE ST,SUTTER ST,,,,SUTTER ST intersection,,13229
26608000,BUSH ST,FILLMORE ST,,,,FILLMORE ST intersection,,7981
26608000,FILLMORE ST,BUSH ST,,,,BUSH ST intersection,,13231
26609000,FILLMORE ST,PINE ST,,,,PINE ST intersection,,13235
26609000,PINE ST,FILLMORE ST,,,,FILLMORE ST intersection,,26611
26610000,ORBEN PL,CALIFORNIA ST,,,,CALIFORNIA ST intersection,,25347
26610000,CALIFORNIA ST,ORBEN PL,,,,ORBEN PL intersection,,8224
26611000,FILLMORE ST,CALIFORNIA ST,,,,CALIFORNIA ST intersection,,13237
26611000,CALIFORNIA ST,FILLMORE ST,,,,FILLMORE ST intersection,,8226
26612000,ELLIS ST,PIERCE ST,,,,PIERCE ST intersection,,12356
26612000,PIERCE ST,ELLIS ST,,,,ELLIS ST intersection,,26485
26613000,OFARRELL ST,PIERCE ST,,,,PIERCE ST intersection,,25178
26613000,PIERCE ST,OFARRELL ST,,,,OFARRELL ST intersection,,26487
26614000,POST ST,STEINER ST,,,,STEINER ST intersection,,27050
26614000,STEINER ST,POST ST,,,,POST ST intersection,,30752
26615000,PIERCE ST,POST ST,,,,POST ST intersection,,26488
26615000,POST ST,PIERCE ST,,,,PIERCE ST intersection,,27052
26616000,SCOTT ST,ELLIS ST,,,,ELLIS ST intersection,,29631
26616000,ELLIS ST,SCOTT ST,,,,SCOTT ST intersection,,12358
26617000,ELLIS ST,BEIDEMAN ST,,,,BEIDEMAN ST intersection,,12360
26617000,BEIDEMAN ST,ELLIS ST,,,,ELLIS ST intersection,,6562
26618000,GEARY BLVD,SCOTT ST,,,,SCOTT ST intersection,,14515
26618000,SCOTT ST,GEARY BLVD,,,,GEARY BLVD intersection,,29635
26619000,SCOTT ST,OFARRELL ST,,,,OFARRELL ST intersection,,29633
26619000,OFARRELL ST,SCOTT ST,,,,SCOTT ST intersection,,25180
26620000,BEIDEMAN ST,OFARRELL ST,,,,OFARRELL ST intersection,,6564
26620000,OFARRELL ST,BEIDEMAN ST,,,,BEIDEMAN ST intersection,,25182
26621000,DIVISADERO ST,GEARY BLVD,,,,GEARY BLVD intersection,,11391
26621000,GEARY BLVD,DIVISADERO ST,,,,DIVISADERO ST intersection,,14518
26622000,SCOTT ST,POST ST,,,,POST ST intersection,,29637
26622000,POST ST,SCOTT ST,,,,SCOTT ST intersection,,27054
26623000,POST ST,DIVISADERO ST,,,,DIVISADERO ST intersection,,27056
26623000,DIVISADERO ST,POST ST,,,,POST ST intersection,,11396
26624000,SUTTER ST,DIVISADERO ST,,,,DIVISADERO ST intersection,,31297
26624000,DIVISADERO ST,SUTTER ST,,,,SUTTER ST intersection,,11399
26625000,SUTTER ST,SCOTT ST,,,,SCOTT ST intersection,,31295
26625000,SCOTT ST,SUTTER ST,,,,SUTTER ST intersection,,29639
26626000,SUTTER ST,PIERCE ST,,,,PIERCE ST intersection,,31293
26626000,PIERCE ST,SUTTER ST,,,,SUTTER ST intersection,,26490
26627000,SCOTT ST,BUSH ST,,,,BUSH ST intersection,,29641
26627000,BUSH ST,SCOTT ST,,,,SCOTT ST intersection,,7987
26628000,SUTTER ST,STEINER ST,,,,STEINER ST intersection,,31291
26628000,STEINER ST,SUTTER ST,,,,SUTTER ST intersection,,30754
26629000,STEINER ST,BUSH ST,,,,BUSH ST intersection,,30756
26629000,BUSH ST,STEINER ST,,,,STEINER ST intersection,,7983
26630000,WILMOT ST,STEINER ST,,,,STEINER ST intersection,,34526
26630000,STEINER ST,WILMOT ST,,,,WILMOT ST intersection,,30758
26631000,STEINER ST,PINE ST,,,,PINE ST intersection,,30760
26631000,PINE ST,STEINER ST,,,,STEINER ST intersection,,26613
26632000,BUSH ST,PIERCE ST,,,,PIERCE ST intersection,,7985
26632000,PIERCE ST,BUSH ST,,,,BUSH ST intersection,,26492
26633000,STEINER ST,CALIFORNIA ST,,,,CALIFORNIA ST intersection,,30762
26633000,CALIFORNIA ST,STEINER ST,,,,STEINER ST intersection,,8228
26634000,PIERCE ST,PINE ST,,,,PINE ST intersection,,26494
26634000,PINE ST,PIERCE ST,,,,PIERCE ST intersection,,26615
26635000,PERINE PL,STEINER ST,,,,STEINER ST intersection,,26323
26635000,STEINER ST,PERINE PL,,,,PERINE PL intersection,,30764
26636000,STEINER ST,CLAY ST,,,,CLAY ST intersection,,30768
26636000,CLAY ST,STEINER ST,,,,STEINER ST intersection,,9666
26637000,STEINER ST,SACRAMENTO ST,,,,SACRAMENTO ST intersection,,30766
26637000,SACRAMENTO ST,STEINER ST,,,,STEINER ST intersection,,28581
26638000,PIERCE ST,SACRAMENTO ST,,,,SACRAMENTO ST intersection,,26500
26638000,SACRAMENTO ST,PIERCE ST,,,,PIERCE ST intersection,,28583
26639000,SACRAMENTO ST,FILLMORE ST,,,,FILLMORE ST intersection,,28579
26639000,FILLMORE ST,SACRAMENTO ST,,,,SACRAMENTO ST intersection,,13239
26640000,CALIFORNIA ST,PIERCE ST,,,,PIERCE ST intersection,,8230
26640000,PIERCE ST,CALIFORNIA ST,,,,CALIFORNIA ST intersection,,26496
26641000,SCOTT ST,CALIFORNIA ST,,,,CALIFORNIA ST intersection,,29645
26641000,CALIFORNIA ST,SCOTT ST,,,,SCOTT ST intersection,,8232
26642000,PINE ST,SCOTT ST,,,,SCOTT ST intersection,,26617
26642000,SCOTT ST,PINE ST,,,,PINE ST intersection,,29643
26643000,PINE ST,DIVISADERO ST,,,,DIVISADERO ST intersection,,26619
26643000,DIVISADERO ST,PINE ST,,,,PINE ST intersection,,11405
26644000,PIERCE ST,PERINE PL,,,,PERINE PL intersection,,26498
26644000,PERINE PL,PIERCE ST,,,,PIERCE ST intersection,,26325
26645000,PIERCE ST,CLAY ST,,,,CLAY ST intersection,,26502
26645000,CLAY ST,PIERCE ST,,,,PIERCE ST intersection,,9668
26646000,WEBSTER ST,CLAY ST,,,,CLAY ST intersection,,34187
26646000,CLAY ST,WEBSTER ST,,,,WEBSTER ST intersection,,9660
26647000,WEBSTER ST,SACRAMENTO ST,,,,SACRAMENTO ST intersection,,34185
26647000,SACRAMENTO ST,WEBSTER ST,,,,WEBSTER ST intersection,,28575
26648000,CLAY ST,FILLMORE ST,,,,FILLMORE ST intersection,,9664
26648000,FILLMORE ST,CLAY ST,,,,CLAY ST intersection,,13241
26649000,FILLMORE ST,WASHINGTON ST,,,,WASHINGTON ST intersection,,13243
26649000,WASHINGTON ST,FILLMORE ST,,,,FILLMORE ST intersection,,33942
26650000,WEBSTER ST,JACKSON ST,,,,JACKSON ST intersection,,34191
26650000,JACKSON ST,WEBSTER ST,,,,WEBSTER ST intersection,,18458
26651000,WASHINGTON ST,WEBSTER ST,,,,WEBSTER ST intersection,,33940
26651000,WEBSTER ST,WASHINGTON ST,,,,WASHINGTON ST intersection,,34189
26652000,BROMLEY PL,WEBSTER ST,,,,WEBSTER ST intersection,,7415
26652000,WEBSTER ST,BROMLEY PL,,,,BROMLEY PL intersection,,34193
26653000,FILLMORE ST,JACKSON ST,,,,JACKSON ST intersection,,13245
26653000,JACKSON ST,FILLMORE ST,,,,FILLMORE ST intersection,,18460
26655000,WEBSTER ST,BROADWAY,,,,BROADWAY intersection,,34197
26655000,BROADWAY,WEBSTER ST,,,,WEBSTER ST intersection,,7316
26656000,PACIFIC AVE,WEBSTER ST,,,,WEBSTER ST intersection,,25808
26656000,WEBSTER ST,PACIFIC AVE,,,,PACIFIC AVE intersection,,34195
26657000,FILLMORE ST,PACIFIC AVE,,,,PACIFIC AVE intersection,,13247
26657000,PACIFIC AVE,FILLMORE ST,,,,FILLMORE ST intersection,,25810
26658000,BROADWAY,BUCHANAN ST,,,,BUCHANAN ST intersection,,7314
26658000,BUCHANAN ST,BROADWAY,,,,BROADWAY intersection,,7733
26659000,UNION ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,32525
26659000,BUCHANAN ST,UNION ST,,,,UNION ST intersection,,7739
26661000,WEBSTER ST,GREEN ST,,,,GREEN ST intersection,,34201
26661000,GREEN ST,WEBSTER ST,,,,WEBSTER ST intersection,,15668
26662000,VALLEJO ST,WEBSTER ST,,,,WEBSTER ST intersection,,33083
26662000,WEBSTER ST,VALLEJO ST,,,,VALLEJO ST intersection,,34199
26663000,VALLEJO ST,FILLMORE ST,,,,FILLMORE ST intersection,,33085
26663000,FILLMORE ST,VALLEJO ST,,,,VALLEJO ST intersection,,13251
26664000,FILLMORE ST,GREEN ST,,,,GREEN ST intersection,,13253
26664000,GREEN ST,FILLMORE ST,,,,FILLMORE ST intersection,,15670
26665000,WEBSTER ST,FILBERT ST,,,,FILBERT ST intersection,,34205
26665000,FILBERT ST,WEBSTER ST,,,,WEBSTER ST intersection,,13172
26666000,WEBSTER ST,UNION ST,,,,UNION ST intersection,,34203
26666000,UNION ST,WEBSTER ST,,,,WEBSTER ST intersection,,32527
26667000,FILLMORE ST,UNION ST,,,,UNION ST intersection,,13255
26667000,UNION ST,FILLMORE ST,,,,FILLMORE ST intersection,,32529
26668000,STEINER ST,WASHINGTON ST,,,,WASHINGTON ST intersection,,30770
26668000,WASHINGTON ST,STEINER ST,,,,STEINER ST intersection,,33944
26669000,STEINER ST,JACKSON ST,,,,JACKSON ST intersection,,30772
26669000,JACKSON ST,STEINER ST,,,,STEINER ST intersection,,18462
26670000,BROADWAY,FILLMORE ST,,,,FILLMORE ST intersection,,7318
26670000,FILLMORE ST,BROADWAY,,,,BROADWAY intersection,,13249
26671000,STEINER ST,BROADWAY,,,,BROADWAY intersection,,30776
26671000,BROADWAY,STEINER ST,,,,STEINER ST intersection,,7320
26672000,STEINER ST,PACIFIC AVE,,,,PACIFIC AVE intersection,,30774
26672000,PACIFIC AVE,STEINER ST,,,,STEINER ST intersection,,25812
26673000,JACKSON ST,PIERCE ST,,,,PIERCE ST intersection,,18464
26673000,PIERCE ST,JACKSON ST,,,,JACKSON ST intersection,,26503
26674000,BROADWAY,PIERCE ST,,,,PIERCE ST intersection,,7322
26674000,PIERCE ST,BROADWAY,,,,BROADWAY intersection,,26507
26675000,PIERCE ST,PACIFIC AVE,,,,PACIFIC AVE intersection,,26505
26675000,PACIFIC AVE,PIERCE ST,,,,PIERCE ST intersection,,25814
26676000,FILLMORE ST,FILBERT ST,,,,FILBERT ST intersection,,13257
26676000,FILBERT ST,FILLMORE ST,,,,FILLMORE ST intersection,,13174
26677000,PIERCE ST,VALLEJO ST,,,,VALLEJO ST intersection,,26509
26677000,VALLEJO ST,PIERCE ST,,,,PIERCE ST intersection,,33089
26678000,VALLEJO ST,STEINER ST,,,,STEINER ST intersection,,33087
26678000,STEINER ST,VALLEJO ST,,,,VALLEJO ST intersection,,30778
26679000,GREEN ST,STEINER ST,,,,STEINER ST intersection,,15672
26679000,STEINER ST,GREEN ST,,,,GREEN ST intersection,,30780
26680000,PIERCE ST,GREEN ST,,,,GREEN ST intersection,,26511
26680000,GREEN ST,PIERCE ST,,,,PIERCE ST intersection,,15674
26681000,UNION ST,PIERCE ST,,,,PIERCE ST intersection,,32533
26681000,PIERCE ST,UNION ST,,,,UNION ST intersection,,26513
26682000,STEINER ST,UNION ST,,,,UNION ST intersection,,30782
26682000,UNION ST,STEINER ST,,,,STEINER ST intersection,,32531
26683000,STEINER ST,FILBERT ST,,,,FILBERT ST intersection,,30784
26683000,FILBERT ST,STEINER ST,,,,STEINER ST intersection,,13176
26684000,FILBERT ST,PIERCE ST,,,,PIERCE ST intersection,,13178
26684000,PIERCE ST,FILBERT ST,,,,FILBERT ST intersection,,26515
26685000,FILBERT ST,VAN NESS AVE,,,,VAN NESS AVE intersection,,13160
26685000,VAN NESS AVE,FILBERT ST,,,,FILBERT ST intersection,,33263
26686000,UNION ST,VAN NESS AVE,,,,VAN NESS AVE intersection,,32513
26686000,VAN NESS AVE,UNION ST,,,,UNION ST intersection,,33260
26687000,UNION ST,FRANKLIN ST,,,,FRANKLIN ST intersection,,32515
26687000,FRANKLIN ST,UNION ST,,,,UNION ST intersection,,13928
26688000,POLK ST,GREENWICH ST,,,,GREENWICH ST intersection,,26824
26688000,GREENWICH ST,POLK ST,,,,POLK ST intersection,,15748
26690000,CHESTNUT ST,POLK ST,,,,POLK ST intersection,,9312
26690000,POLK ST,CHESTNUT ST,,,,CHESTNUT ST intersection,,26828
26691000,LOMBARD ST,POLK ST,,,,POLK ST intersection,,21244
26691000,POLK ST,LOMBARD ST,,,,LOMBARD ST intersection,,26826
26692000,GREENWICH ST,VAN NESS AVE,,,,VAN NESS AVE intersection,,15752
26692000,VAN NESS AVE,GREENWICH ST,,,,GREENWICH ST intersection,,33266
26693000,GREENWICH ST,FRANKLIN ST,,,,FRANKLIN ST intersection,,15754
26693000,FRANKLIN ST,GREENWICH ST,,,,GREENWICH ST intersection,,13932
26695000,CHESTNUT ST,VAN NESS AVE,,,,VAN NESS AVE intersection,,9314
26695000,VAN NESS AVE,CHESTNUT ST,,,,CHESTNUT ST intersection,,33272
26696000,LOMBARD ST,VAN NESS AVE,,,,VAN NESS AVE intersection,,21246
26696000,VAN NESS AVE,LOMBARD ST,,,,LOMBARD ST intersection,,33269
26698000,FRANKLIN ST,FILBERT ST,,,,FILBERT ST intersection,,13930
26698000,FILBERT ST,FRANKLIN ST,,,,FRANKLIN ST intersection,,13162
26699000,LOMBARD ST,FRANKLIN ST,,,,FRANKLIN ST intersection,,21248
26699000,FRANKLIN ST,LOMBARD ST,,,,LOMBARD ST intersection,,13936
26700000,CHESTNUT ST,FRANKLIN ST,,,,FRANKLIN ST intersection,,9316
26700000,FRANKLIN ST,CHESTNUT ST,,,,CHESTNUT ST intersection,,13938
26701000,POLK ST,BAY ST,,,,BAY ST intersection,,26832
26701000,BAY ST,POLK ST,,,,POLK ST intersection,,6394
26702000,FRANCISCO ST,POLK ST,,,,POLK ST intersection,,13800
26702000,POLK ST,FRANCISCO ST,,,,FRANCISCO ST intersection,,26830
26703000,BEACH ST,POLK ST,,,,POLK ST intersection,,6481
26703000,POLK ST,BEACH ST,,,,BEACH ST intersection,,26836
26704000,POLK ST,NORTH POINT ST,,,,NORTH POINT ST intersection,,26834
26704000,NORTH POINT ST,POLK ST,,,,POLK ST intersection,,24677
26705000,VAN NESS AVE,BAY ST,,,,BAY ST intersection,,33278
26705000,BAY ST,VAN NESS AVE,,,,VAN NESS AVE intersection,,6396
26706000,VAN NESS AVE,FRANCISCO ST,,,,FRANCISCO ST intersection,,33275
26706000,FRANCISCO ST,VAN NESS AVE,,,,VAN NESS AVE intersection,,13802
26708000,NORTH POINT ST,VAN NESS AVE,,,,VAN NESS AVE intersection,,24679
26708000,VAN NESS AVE,NORTH POINT ST,,,,NORTH POINT ST intersection,,33281
26709000,UNION ST,GOUGH ST,,,,GOUGH ST intersection,,32517
26709000,GOUGH ST,UNION ST,,,,UNION ST intersection,,15338
26710000,FILBERT ST,GOUGH ST,,,,GOUGH ST intersection,,13164
26710000,GOUGH ST,FILBERT ST,,,,FILBERT ST intersection,,15340
26711000,BLACKSTONE CT,FRANKLIN ST,,,,FRANKLIN ST intersection,,6830
26711000,FRANKLIN ST,BLACKSTONE CT,,,,BLACKSTONE CT intersection,,13934
26713000,GOUGH ST,GREENWICH ST,,,,GREENWICH ST intersection,,15342
26713000,GREENWICH ST,GOUGH ST,,,,GOUGH ST intersection,,15758
26715000,GOUGH ST,LOMBARD ST,,,,LOMBARD ST intersection,,15344
26715000,LOMBARD ST,GOUGH ST,,,,GOUGH ST intersection,,21251
26716000,GOUGH ST,CHESTNUT ST,,,,CHESTNUT ST intersection,,15346
26716000,CHESTNUT ST,GOUGH ST,,,,GOUGH ST intersection,,9318
26717000,UNION ST,OCTAVIA ST,,,,OCTAVIA ST intersection,,32519
26717000,OCTAVIA ST,UNION ST,,,,UNION ST intersection,,25124
26718000,FILBERT ST,OCTAVIA ST,,,,OCTAVIA ST intersection,,13166
26718000,OCTAVIA ST,FILBERT ST,,,,FILBERT ST intersection,,25126
26719000,OCTAVIA ST,GREENWICH ST,,,,GREENWICH ST intersection,,25128
26719000,GREENWICH ST,OCTAVIA ST,,,,OCTAVIA ST intersection,,15760
26720000,CHESTNUT ST,OCTAVIA ST,,,,OCTAVIA ST intersection,,9320
26720000,OCTAVIA ST,CHESTNUT ST,,,,CHESTNUT ST intersection,,25132
26721000,OCTAVIA ST,LOMBARD ST,,,,LOMBARD ST intersection,,25130
26721000,LOMBARD ST,OCTAVIA ST,,,,OCTAVIA ST intersection,,21254
26722000,LAGUNA ST,LOMBARD ST,,,,LOMBARD ST intersection,,19996
26722000,LOMBARD ST,LAGUNA ST,,,,LAGUNA ST intersection,,21257
26723000,FRANKLIN ST,BAY ST,,,,BAY ST intersection,,13942
26723000,BAY ST,FRANKLIN ST,,,,FRANKLIN ST intersection,,6400
26724000,FRANKLIN ST,FRANCISCO ST,,,,FRANCISCO ST intersection,,13940
26724000,FRANCISCO ST,FRANKLIN ST,,,,FRANKLIN ST intersection,,13804
26725000,BAY ST,GOUGH ST,,,,GOUGH ST intersection,,6402
26725000,GOUGH ST,BAY ST,,,,BAY ST intersection,,15350
26726000,GOUGH ST,FRANCISCO ST,,,,FRANCISCO ST intersection,,15348
26726000,FRANCISCO ST,GOUGH ST,,,,GOUGH ST intersection,,13806
26727000,BAY ST,OCTAVIA ST,,,,OCTAVIA ST intersection,,6404
26727000,OCTAVIA ST,BAY ST,,,,BAY ST intersection,,25136
26728000,FRANCISCO ST,OCTAVIA ST,,,,OCTAVIA ST intersection,,13808
26728000,OCTAVIA ST,FRANCISCO ST,,,,FRANCISCO ST intersection,,25134
26730000,FILBERT ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,13170
26730000,BUCHANAN ST,FILBERT ST,,,,FILBERT ST intersection,,7741
26731000,GREENWICH ST,LAGUNA ST,,,,LAGUNA ST intersection,,15762
26731000,LAGUNA ST,GREENWICH ST,,,,GREENWICH ST intersection,,19994
26732000,HARRIS PL,LAGUNA ST,,,,LAGUNA ST intersection,,16276
26732000,LAGUNA ST,HARRIS PL,,,,HARRIS PL intersection,,19992
26734000,BUCHANAN ST,GREENWICH ST,,,,GREENWICH ST intersection,,7745
26734000,GREENWICH ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,15764
26736000,BUCHANAN ST,PIXLEY ST,,,,PIXLEY ST intersection,,7743
26736000,PIXLEY ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,26660
26737000,BUCHANAN ST,LOMBARD ST,,,,LOMBARD ST intersection,,7749
26737000,LOMBARD ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,21260
26738000,BUCHANAN ST,MAGNOLIA ST,,,,MAGNOLIA ST intersection,,7751
26738000,MAGNOLIA ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,21689
26739000,MAGNOLIA ST,LAGUNA ST,,,,LAGUNA ST intersection,,21687
26739000,LAGUNA ST,MAGNOLIA ST,,,,MAGNOLIA ST intersection,,19998
26740000,CHESTNUT ST,LAGUNA ST,,,,LAGUNA ST intersection,,9322
26740000,LAGUNA ST,CHESTNUT ST,,,,CHESTNUT ST intersection,,20000
26741000,BUCHANAN ST,CHESTNUT ST,,,,CHESTNUT ST intersection,,7753
26741000,CHESTNUT ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,9324
26743000,BUCHANAN ST,MOULTON ST,,,,MOULTON ST intersection,,7747
26743000,MOULTON ST,BUCHANAN ST,,,,BUCHANAN ST intersection,,23938
26744000,WEBSTER ST,GREENWICH ST,,,,GREENWICH ST intersection,,34209
26744000,GREENWICH ST,WEBSTER ST,,,,WEBSTER ST intersection,,15766
26745000,PIXLEY ST,WEBSTER ST,,,,WEBSTER ST intersection,,26662
26745000,WEBSTER ST,PIXLEY ST,,,,PIXLEY ST intersection,,34207
26746000,PIXLEY ST,FILLMORE ST,,,,FILLMORE ST intersection,,26664
26746000,FILLMORE ST,PIXLEY ST,,,,PIXLEY ST intersection,,13259
26747000,FILLMORE ST,GREENWICH ST,,,,GREENWICH ST intersection,,13261
26747000,GREENWICH ST,FILLMORE ST,,,,FILLMORE ST intersection,,15768
